,Edition,Sport,Discipline,Athlete,Gender,Event,Medal,Country
292,1952,Football,Football,"CSORDAS, Lajos",Men,football,Gold,Hungary
293,1952,Football,Football,"CZIBOR, Zoltan",Men,football,Gold,Hungary
294,1952,Football,Football,"DALNOKI, Jenö",Men,football,Gold,Hungary
295,1952,Football,Football,"GROSICS, Gyula",Men,football,Gold,Hungary
296,1952,Football,Football,"HIDEGKUTI, Nandor",Men,football,Gold,Hungary
297,1952,Football,Football,"KOCSIS, Sandor",Men,football,Gold,Hungary
298,1952,Football,Football,"KOVACS, Imre",Men,football,Gold,Hungary
299,1952,Football,Football,"LANTOS, Mihaly",Men,football,Gold,Hungary
300,1952,Football,Football,"LORANT, Gyula",Men,football,Gold,Hungary
301,1952,Football,Football,"PALOTAS, Peter",Men,football,Gold,Hungary
302,1952,Football,Football,"PUSKAS, Ferenc",Men,football,Gold,Hungary
303,1952,Football,Football,"ZAKARIAS, Jozsef",Men,football,Gold,Hungary
304,1952,Gymnastics,Artistic G.,"KORONDI, Margit",Women,balance beam,Bronze,Hungary
305,1952,Gymnastics,Artistic G.,"KORONDI, Margit",Women,floor exercises,Bronze,Hungary
306,1952,Gymnastics,Artistic G.,"KELETI, Agnes",Women,floor exercises,Gold,Hungary
307,1952,Gymnastics,Artistic G.,"KORONDI, Margit",Women,individual all-round,Bronze,Hungary
308,1952,Gymnastics,Artistic G.,"BODO-MOLNAR, Andrea",Women,team competition,Silver,Hungary
309,1952,Gymnastics,Artistic G.,"DARUHAZI, Laszlone",Women,team competition,Silver,Hungary
310,1952,Gymnastics,Artistic G.,"GULYAS, Karolyne",Women,team competition,Silver,Hungary
311,1952,Gymnastics,Artistic G.,"KELETI, Agnes",Women,team competition,Silver,Hungary
312,1952,Gymnastics,Artistic G.,"KORONDI, Margit",Women,team competition,Silver,Hungary
313,1952,Gymnastics,Artistic G.,"PERENYI, Karolyne",Women,team competition,Silver,Hungary
314,1952,Gymnastics,Artistic G.,"TASS LEMHENYI, Olga",Women,team competition,Silver,Hungary
315,1952,Gymnastics,Artistic G.,"ZALAI, Laszlone",Women,team competition,Silver,Hungary
316,1952,Gymnastics,Artistic G.,"BODO-MOLNAR, Andrea",Women,"team, portable apparatus",Bronze,Hungary
317,1952,Gymnastics,Artistic G.,"DARUHAZI, Laszlone",Women,"team, portable apparatus",Bronze,Hungary
318,1952,Gymnastics,Artistic G.,"GULYAS, Karolyne",Women,"team, portable apparatus",Bronze,Hungary
319,1952,Gymnastics,Artistic G.,"KELETI, Agnes",Women,"team, portable apparatus",Bronze,Hungary
320,1952,Gymnastics,Artistic G.,"KORONDI, Margit",Women,"team, portable apparatus",Bronze,Hungary
321,1952,Gymnastics,Artistic G.,"PERENYI, Karolyne",Women,"team, portable apparatus",Bronze,Hungary
322,1952,Gymnastics,Artistic G.,"TASS LEMHENYI, Olga",Women,"team, portable apparatus",Bronze,Hungary
323,1952,Gymnastics,Artistic G.,"ZALAI, Laszlone",Women,"team, portable apparatus",Bronze,Hungary
324,1952,Gymnastics,Artistic G.,"KELETI, Agnes",Women,uneven bars,Bronze,Hungary
325,1952,Gymnastics,Artistic G.,"KORONDI, Margit",Women,uneven bars,Gold,Hungary
326,1952,Modern Pentathlon,Modern Pentath.,"SZONDI, Istvan",Men,Individual competition,Bronze,Hungary
327,1952,Modern Pentathlon,Modern Pentath.,"BENEDEK, Gabor",Men,Individual competition,Silver,Hungary
328,1952,Modern Pentathlon,Modern Pentath.,"BENEDEK, Gabor",Men,Team competition,Gold,Hungary
329,1952,Modern Pentathlon,Modern Pentath.,"KOVACSI, Aladar",Men,Team competition,Gold,Hungary
330,1952,Modern Pentathlon,Modern Pentath.,"SZONDI, Istvan",Men,Team competition,Gold,Hungary
331,1952,Shooting,Shooting,"TAKACS, Karoly",Men,25m rapid fire pistol (60 shots),Gold,Hungary
332,1952,Shooting,Shooting,"KUN, Szilard",Men,25m rapid fire pistol (60 shots),Silver,Hungary
333,1952,Shooting,Shooting,"BALOGH, Ambrus",Men,50m pistol (60 shots),Bronze,Hungary
334,1952,Wrestling,Wrestling Free.,"GURICS, György",Men,73 - 79kg (middleweight),Bronze,Hungary
335,1952,Wrestling,Wrestling Gre-R,"HODOS, Imre",Men,52 - 57kg (bantamweight),Gold,Hungary
336,1952,Wrestling,Wrestling Gre-R,"POLYAK, Imre",Men,57 - 61kg (featherweight),Silver,Hungary
337,1952,Wrestling,Wrestling Gre-R,"SZILVASI, Miklos",Men,67 - 73kg (welterweight),Gold,Hungary
338,1956,Aquatics,Swimming,"SZEKELY, Eva",Women,200m breaststroke,Silver,Hungary
339,1956,Aquatics,Swimming,"TUMPEK, György",Men,200m butterfly,Bronze,Hungary
340,1956,Aquatics,Water polo,"BOLVARI, Antal",Men,water polo,Gold,Hungary
341,1956,Aquatics,Water polo,"BOROS, Otto",Men,water polo,Gold,Hungary
342,1956,Aquatics,Water polo,"GYARMATI, Dezso",Men,water polo,Gold,Hungary
343,1956,Aquatics,Water polo,"HEVESI, Istvan",Men,water polo,Gold,Hungary
344,1956,Aquatics,Water polo,"JENEI, Laszlo",Men,water polo,Gold,Hungary
345,1956,Aquatics,Water polo,"KANIZSA, Tivadar",Men,water polo,Gold,Hungary
346,1956,Aquatics,Water polo,"KARPATI, György",Men,water polo,Gold,Hungary
347,1956,Aquatics,Water polo,"MARKOVICS, Kalman",Men,water polo,Gold,Hungary
348,1956,Aquatics,Water polo,"MAYER, Mihaly",Men,water polo,Gold,Hungary
349,1956,Aquatics,Water polo,"SZIVOS, Istvan",Men,water polo,Gold,Hungary
350,1956,Aquatics,Water polo,"ZADOR, Ervin",Men,water polo,Gold,Hungary
351,1956,Athletics,Athletics,"KOVACS, Jozsef",Men,10000m,Silver,Hungary
352,1956,Athletics,Athletics,"ROZSNYOI, Sandor",Men,3000m steeplechase,Silver,Hungary
353,1956,Boxing,Boxing,"PAPP, Laszlo",Men,67 - 71kg (light-middleweight),Gold,Hungary
354,1956,Canoe / Kayak,Canoe / Kayak F,"PARTI, Janos",Men,C-1 10000m,Silver,Hungary
355,1956,Canoe / Kayak,Canoe / Kayak F,"HERNEK, Istvan",Men,C-1 1000m (canoe single),Silver,Hungary
356,1956,Canoe / Kayak,Canoe / Kayak F,"FARKAS, Imre",Men,C-2 10000m,Bronze,Hungary
357,1956,Canoe / Kayak,Canoe / Kayak F,"HUNICS, Jozsef",Men,C-2 10000m,Bronze,Hungary
358,1956,Canoe / Kayak,Canoe / Kayak F,"MOHACSI, Ferenc",Men,C-2 1000m (canoe double),Bronze,Hungary
359,1956,Canoe / Kayak,Canoe / Kayak F,"WIELAND, Karoly",Men,C-2 1000m (canoe double),Bronze,Hungary
360,1956,Canoe / Kayak,Canoe / Kayak F,"HATLACZKY, Ferenc",Men,K-1 10000m,Silver,Hungary
361,1956,Canoe / Kayak,Canoe / Kayak F,"KISS, Lajos",Men,K-1 1000m (kayak single),Bronze,Hungary
362,1956,Canoe / Kayak,Canoe / Kayak F,"FABIAN, Laszlo",Men,K-2 10000m,Gold,Hungary
363,1956,Canoe / Kayak,Canoe / Kayak F,"URANYI, Janos",Men,K-2 10000m,Gold,Hungary
364,1956,Fencing,Fencing,"BALTHAZAR, Lajos",Men,épée team,Silver,Hungary
365,1956,Fencing,Fencing,"BERZSENYI, Barnabas",Men,épée team,Silver,Hungary
366,1956,Fencing,Fencing,"MAROSI, Jozsef",Men,épée team,Silver,Hungary
367,1956,Fencing,Fencing,"NAGY, Ambrus",Men,épée team,Silver,Hungary
368,1956,Fencing,Fencing,"RERRICH, Bela",Men,épée team,Silver,Hungary
369,1956,Fencing,Fencing,"SAKOVICS, Jozsef",Men,épée team,Silver,Hungary
370,1956,Fencing,Fencing,"FÜLÖP, Mihaly",Men,foil team,Bronze,Hungary
371,1956,Fencing,Fencing,"GYURICZA, Jozsef",Men,foil team,Bronze,Hungary
372,1956,Fencing,Fencing,"MAROSI, Jozsef",Men,foil team,Bronze,Hungary
373,1956,Fencing,Fencing,"SAKOVICS, Jozsef",Men,foil team,Bronze,Hungary
374,1956,Fencing,Fencing,"SOMODI, Lajos",Men,foil team,Bronze,Hungary
375,1956,Fencing,Fencing,"TILLI, Endre",Men,foil team,Bronze,Hungary
376,1956,Fencing,Fencing,"KARPATI, Rudolf",Men,sabre individual,Gold,Hungary
377,1956,Fencing,Fencing,"GEREVICH, Aladar",Men,sabre team,Gold,Hungary
378,1956,Fencing,Fencing,"HAMORI, Jenö",Men,sabre team,Gold,Hungary
379,1956,Fencing,Fencing,"KARPATI, Rudolf",Men,sabre team,Gold,Hungary
380,1956,Fencing,Fencing,"KERESZTES, Attila",Men,sabre team,Gold,Hungary
381,1956,Fencing,Fencing,"KOVACS, Pal Adam",Men,sabre team,Gold,Hungary
382,1956,Fencing,Fencing,"MAGAI, Daniel",Men,sabre team,Gold,Hungary
383,1956,Gymnastics,Artistic G.,"KELETI, Agnes",Women,balance beam,Gold,Hungary
384,1956,Gymnastics,Artistic G.,"KELETI, Agnes",Women,floor exercises,Gold,Hungary
385,1956,Gymnastics,Artistic G.,"KELETI, Agnes",Women,individual all-round,Silver,Hungary
386,1956,Gymnastics,Artistic G.,"BODO-MOLNAR, Andrea",Women,team competition,Silver,Hungary
387,1956,Gymnastics,Artistic G.,"GULYAS-KÖTELES, Erzsebet",Women,team competition,Silver,Hungary
388,1956,Gymnastics,Artistic G.,"KELETI, Agnes",Women,team competition,Silver,Hungary
389,1956,Gymnastics,Artistic G.,"KERTESZ, Aliz",Women,team competition,Silver,Hungary
390,1956,Gymnastics,Artistic G.,"KORONDI, Margit",Women,team competition,Silver,Hungary
391,1956,Gymnastics,Artistic G.,"TASS LEMHENYI, Olga",Women,team competition,Silver,Hungary
392,1956,Gymnastics,Artistic G.,"BODO-MOLNAR, Andrea",Women,"team, portable apparatus",Gold,Hungary
393,1956,Gymnastics,Artistic G.,"GULYAS-KÖTELES, Erzsebet",Women,"team, portable apparatus",Gold,Hungary
394,1956,Gymnastics,Artistic G.,"KELETI, Agnes",Women,"team, portable apparatus",Gold,Hungary
395,1956,Gymnastics,Artistic G.,"KERTESZ, Aliz",Women,"team, portable apparatus",Gold,Hungary
396,1956,Gymnastics,Artistic G.,"KORONDI, Margit",Women,"team, portable apparatus",Gold,Hungary
397,1956,Gymnastics,Artistic G.,"TASS LEMHENYI, Olga",Women,"team, portable apparatus",Gold,Hungary
398,1956,Gymnastics,Artistic G.,"KELETI, Agnes",Women,uneven bars,Gold,Hungary
399,1956,Gymnastics,Artistic G.,"TASS LEMHENYI, Olga",Women,vault,Bronze,Hungary
400,1956,Wrestling,Wrestling Gre-R,"POLYAK, Imre",Men,57 - 61kg (featherweight),Silver,Hungary
401,1956,Wrestling,Wrestling Gre-R,"TOTH, Gyula",Men,61 - 67kg (lightweight),Bronze,Hungary
402,1960,Aquatics,Water polo,"BOROS, Otto",Men,water polo,Bronze,Hungary
403,1960,Aquatics,Water polo,"DÖMÖTÖR, Zoltan",Men,water polo,Bronze,Hungary
404,1960,Aquatics,Water polo,"FELKAI, Laszlo",Men,water polo,Bronze,Hungary
405,1960,Aquatics,Water polo,"GYARMATI, Dezso",Men,water polo,Bronze,Hungary
406,1960,Aquatics,Water polo,"HEVESI, Istvan",Men,water polo,Bronze,Hungary
407,1960,Aquatics,Water polo,"JENEI, Laszlo",Men,water polo,Bronze,Hungary
408,1960,Aquatics,Water polo,"KANIZSA, Tivadar",Men,water polo,Bronze,Hungary
409,1960,Aquatics,Water polo,"KARPATI, György",Men,water polo,Bronze,Hungary
410,1960,Aquatics,Water polo,"KATONA, Andras",Men,water polo,Bronze,Hungary
411,1960,Aquatics,Water polo,"MARKOVICS, Kalman",Men,water polo,Bronze,Hungary
412,1960,Aquatics,Water polo,"MAYER, Mihaly",Men,water polo,Bronze,Hungary
413,1960,Aquatics,Water polo,"RUSORAN, Peter",Men,water polo,Bronze,Hungary
414,1960,Athletics,Athletics,"ROSZAVÖLGYI, Istvan",Men,1500m,Bronze,Hungary
415,1960,Athletics,Athletics,"ZSIVOTZKY, Gyula",Men,hammer throw,Silver,Hungary
416,1960,Athletics,Athletics,"KULCSAR, Gergely",Men,javelin throw,Bronze,Hungary
417,1960,Boxing,Boxing,"TÖRÖK, Gyula",Men,- 51kg (flyweight),Gold,Hungary
418,1960,Canoe / Kayak,Canoe / Kayak F,"PARTI, Janos",Men,C-1 1000m (canoe single),Gold,Hungary
419,1960,Canoe / Kayak,Canoe / Kayak F,"FARKAS, Imre",Men,C-2 1000m (canoe double),Bronze,Hungary
420,1960,Canoe / Kayak,Canoe / Kayak F,"TÖRO, Andras Istvan",Men,C-2 1000m (canoe double),Bronze,Hungary
421,1960,Canoe / Kayak,Canoe / Kayak F,"SZÖLLÖSI, Imre",Men,K-1 1000m (kayak single),Silver,Hungary
422,1960,Canoe / Kayak,Canoe / Kayak F,"KEMECZEI, Imre",Men,K-1 4x500m,Silver,Hungary
423,1960,Canoe / Kayak,Canoe / Kayak F,"MESZAROS, György",Men,K-1 4x500m,Silver,Hungary
424,1960,Canoe / Kayak,Canoe / Kayak F,"SZENTE, Andras",Men,K-1 4x500m,Silver,Hungary
425,1960,Canoe / Kayak,Canoe / Kayak F,"SZÖLLÖSI, Imre",Men,K-1 4x500m,Silver,Hungary
426,1960,Canoe / Kayak,Canoe / Kayak F,"MESZAROS, György",Men,K-2 1000m (kayak double),Silver,Hungary
427,1960,Canoe / Kayak,Canoe / Kayak F,"SZENTE, Andras",Men,K-2 1000m (kayak double),Silver,Hungary
428,1960,Canoe / Kayak,Canoe / Kayak F,"BANFALVI-FRIED, Klara",Women,K-2 500m (kayak double),Bronze,Hungary
429,1960,Canoe / Kayak,Canoe / Kayak F,"EGRESI, Vilma",Women,K-2 500m (kayak double),Bronze,Hungary
430,1960,Fencing,Fencing,"DÖMÖLKI-SAKOVICS, Lidia",Women,foil team,Silver,Hungary
431,1960,Fencing,Fencing,"JUHASZ-NAGY, Katalin",Women,foil team,Silver,Hungary
432,1960,Fencing,Fencing,"NYARI-KOVACS, Magdolna",Women,foil team,Silver,Hungary
433,1960,Fencing,Fencing,"REJTO-UJLAKI, Ildiko",Women,foil team,Silver,Hungary
434,1960,Fencing,Fencing,"SZEKELY-MARVALICS, Györgyi",Women,foil team,Silver,Hungary
435,1960,Fencing,Fencing,"KARPATI, Rudolf",Men,sabre individual,Gold,Hungary
436,1960,Fencing,Fencing,"HORVATH, Zoltan",Men,sabre individual,Silver,Hungary
437,1960,Fencing,Fencing,"DELNEKI, Gabor",Men,sabre team,Gold,Hungary
438,1960,Fencing,Fencing,"GEREVICH, Aladar",Men,sabre team,Gold,Hungary
439,1960,Fencing,Fencing,"HORVATH, Zoltan",Men,sabre team,Gold,Hungary
440,1960,Fencing,Fencing,"KARPATI, Rudolf",Men,sabre team,Gold,Hungary
441,1960,Fencing,Fencing,"KOVACS, Pal Adam",Men,sabre team,Gold,Hungary
442,1960,Fencing,Fencing,"MENDELENYI, Tamas",Men,sabre team,Gold,Hungary
443,1960,Football,Football,"ALBERT, Florian",Men,football,Bronze,Hungary
444,1960,Football,Football,"DALNOKI, Jenö",Men,football,Bronze,Hungary
445,1960,Football,Football,"DUDAS, Zoltan",Men,football,Bronze,Hungary
446,1960,Football,Football,"DUNAI, Janos",Men,football,Bronze,Hungary
447,1960,Football,Football,"FARAGO, Lajos",Men,football,Bronze,Hungary
448,1960,Football,Football,"GÖRÖCS, Janos",Men,football,Bronze,Hungary
449,1960,Football,Football,"KOVACS, Ferenc",Men,football,Bronze,Hungary
450,1960,Football,Football,"NOVAK, Dezsö",Men,football,Bronze,Hungary
451,1960,Football,Football,"OROSZ, Pal",Men,football,Bronze,Hungary
452,1960,Football,Football,"PAL, Laszlo (Tibor)",Men,football,Bronze,Hungary
453,1960,Football,Football,"PAL, Tibor (Laszlo)",Men,football,Bronze,Hungary
454,1960,Football,Football,"RAKOSI, Gyula",Men,football,Bronze,Hungary
455,1960,Football,Football,"SATORI, Imre",Men,football,Bronze,Hungary
456,1960,Football,Football,"SOLYMOSI, Ernö",Men,football,Bronze,Hungary
457,1960,Football,Football,"TÖRÖK, Gabor",Men,football,Bronze,Hungary
458,1960,Football,Football,"VARHIDI, Pal",Men,football,Bronze,Hungary
459,1960,Football,Football,"VILEZSAL, Oszkar",Men,football,Bronze,Hungary
460,1960,Modern Pentathlon,Modern Pentath.,"NEMETH, Ferenc",Men,Individual competition,Gold,Hungary
461,1960,Modern Pentathlon,Modern Pentath.,"NAGY, Imre",Men,Individual competition,Silver,Hungary
462,1960,Modern Pentathlon,Modern Pentath.,"BALCZO, Andras",Men,Team competition,Gold,Hungary
463,1960,Modern Pentathlon,Modern Pentath.,"NAGY, Imre",Men,Team competition,Gold,Hungary
464,1960,Modern Pentathlon,Modern Pentath.,"NEMETH, Ferenc",Men,Team competition,Gold,Hungary
465,1960,Weightlifting,Weightlifting,"VERES, Gyözö",Men,"67.5 - 75kg, total (middleweight)",Bronze,Hungary
466,1960,Wrestling,Wrestling Gre-R,"POLYAK, Imre",Men,57 - 61kg (featherweight),Silver,Hungary
467,1964,Aquatics,Water polo,"AMBRUS, Miklos",Men,water polo,Gold,Hungary
468,1964,Aquatics,Water polo,"BODNAR, Andras",Men,water polo,Gold,Hungary
469,1964,Aquatics,Water polo,"BOROS, Otto",Men,water polo,Gold,Hungary
470,1964,Aquatics,Water polo,"DÖMÖTÖR, Zoltan",Men,water polo,Gold,Hungary
471,1964,Aquatics,Water polo,"FELKAI, Laszlo",Men,water polo,Gold,Hungary
472,1964,Aquatics,Water polo,"GYARMATI, Dezso",Men,water polo,Gold,Hungary
473,1964,Aquatics,Water polo,"KANIZSA, Tivadar",Men,water polo,Gold,Hungary
474,1964,Aquatics,Water polo,"KARPATI, György",Men,water polo,Gold,Hungary
475,1964,Aquatics,Water polo,"KONRAD, Janos",Men,water polo,Gold,Hungary
476,1964,Aquatics,Water polo,"MAYER, Mihaly",Men,water polo,Gold,Hungary
477,1964,Aquatics,Water polo,"POCSIK, Denes",Men,water polo,Gold,Hungary
478,1964,Aquatics,Water polo,"RUSORAN, Peter",Men,water polo,Gold,Hungary
479,1964,Athletics,Athletics,"ZSIVOTZKY, Gyula",Men,hammer throw,Silver,Hungary
480,1964,Athletics,Athletics,"KULCSAR, Gergely",Men,javelin throw,Silver,Hungary
481,1964,Athletics,Athletics,"ANTAL-RUDAS, Marta",Women,javelin throw,Silver,Hungary
482,1964,Athletics,Athletics,"VARJU, Vilmos",Men,shot put,Bronze,Hungary
483,1964,Canoe / Kayak,Canoe / Kayak F,"HESZ, Mihaly",Men,K-1 1000m (kayak single),Silver,Hungary
484,1964,Fencing,Fencing,"BARANY, Arpad",Men,épée team,Gold,Hungary
485,1964,Fencing,Fencing,"GABOR, Tamas",Men,épée team,Gold,Hungary
486,1964,Fencing,Fencing,"KAUSZ, Istvan",Men,épée team,Gold,Hungary
487,1964,Fencing,Fencing,"KULCSAR, Gyözö",Men,épée team,Gold,Hungary
488,1964,Fencing,Fencing,"NEMERE, Zoltan",Men,épée team,Gold,Hungary
489,1964,Fencing,Fencing,"REJTO-UJLAKI, Ildiko",Women,foil individual,Gold,Hungary
490,1964,Fencing,Fencing,"AGOSTON-MENDELENYI, Judit",Women,foil team,Gold,Hungary
491,1964,Fencing,Fencing,"DÖMÖLKI-SAKOVICS, Lidia",Women,foil team,Gold,Hungary
492,1964,Fencing,Fencing,"JUHASZ-NAGY, Katalin",Women,foil team,Gold,Hungary
493,1964,Fencing,Fencing,"MAROSI-FOLDESI, Paula",Women,foil team,Gold,Hungary
494,1964,Fencing,Fencing,"REJTO-UJLAKI, Ildiko",Women,foil team,Gold,Hungary
495,1964,Fencing,Fencing,"PEZSA, Tibor",Men,sabre individual,Gold,Hungary
496,1964,Football,Football,"BENE, Ferenc",Men,football,Gold,Hungary
497,1964,Football,Football,"CSERNAI, Tibor",Men,football,Gold,Hungary
498,1964,Football,Football,"FARKAS, Janos",Men,football,Gold,Hungary
499,1964,Football,Football,"GELEI, Jozsef",Men,football,Gold,Hungary
500,1964,Football,Football,"IHASZ, Kalman",Men,football,Gold,Hungary
501,1964,Football,Football,"KATONA, Sandor",Men,football,Gold,Hungary
502,1964,Football,Football,"KOMORA, Imre",Men,football,Gold,Hungary
503,1964,Football,Football,"NOGRADI, Ferenc",Men,football,Gold,Hungary
504,1964,Football,Football,"NOVAK, Dezsö",Men,football,Gold,Hungary
505,1964,Football,Football,"ORBAN, Arpad",Men,football,Gold,Hungary
506,1964,Football,Football,"PALOTAI, Karoly",Men,football,Gold,Hungary
507,1964,Football,Football,"SZENTMIHALYI, Antal",Men,football,Gold,Hungary
508,1964,Football,Football,"SZEPESI, Gusztav",Men,football,Gold,Hungary
509,1964,Football,Football,"VARGA, Zoltan",Men,football,Gold,Hungary
510,1964,Gymnastics,Artistic G.,"JANOSI, Ducza Aniko",Women,floor exercises,Bronze,Hungary
511,1964,Gymnastics,Artistic G.,"MAKRAY-SCHMITT, Katalin",Women,uneven bars,Silver,Hungary
512,1964,Modern Pentathlon,Modern Pentath.,"TÖRÖK, Ferenc",Men,Individual competition,Gold,Hungary
513,1964,Modern Pentathlon,Modern Pentath.,"NAGY, Imre",Men,Team competition,Bronze,Hungary
514,1964,Modern Pentathlon,Modern Pentath.,"TÖRÖK, Ferenc",Men,Team competition,Bronze,Hungary
515,1964,Modern Pentathlon,Modern Pentath.,"TOROK, Otto",Men,Team competition,Bronze,Hungary
516,1964,Shooting,Shooting,"HAMMERL, Laszlo",Men,50m rifle 3 positions (3x40 shots),Bronze,Hungary
517,1964,Shooting,Shooting,"HAMMERL, Laszlo",Men,50m rifle prone (60 shots),Gold,Hungary
518,1964,Weightlifting,Weightlifting,"FÖLDI, Imre",Men,"- 56kg, total (bantamweight)",Silver,Hungary
519,1964,Weightlifting,Weightlifting,"VERES, Gyözö",Men,"75 - 82.5kg, total (light-heavyweight)",Bronze,Hungary
520,1964,Weightlifting,Weightlifting,"TOTH, Geza",Men,"75 - 82.5kg, total (light-heavyweight)",Silver,Hungary
521,1964,Wrestling,Wrestling Gre-R,"KOZMA, Istvan",Men,+ 97kg (super heavyweight),Gold,Hungary
522,1964,Wrestling,Wrestling Gre-R,"POLYAK, Imre",Men,57 - 63kg (featherweight),Gold,Hungary
523,1968,Aquatics,Water polo,"BODNAR, Andras",Men,water polo,Bronze,Hungary
524,1968,Aquatics,Water polo,"DÖMÖTÖR, Zoltan",Men,water polo,Bronze,Hungary
525,1968,Aquatics,Water polo,"FELKAI, Laszlo",Men,water polo,Bronze,Hungary
526,1968,Aquatics,Water polo,"KONRAD, Ferenc",Men,water polo,Bronze,Hungary
527,1968,Aquatics,Water polo,"KONRAD, Janos",Men,water polo,Bronze,Hungary
528,1968,Aquatics,Water polo,"MAYER, Mihaly",Men,water polo,Bronze,Hungary
529,1968,Aquatics,Water polo,"MOLNAR, Endre",Men,water polo,Bronze,Hungary
530,1968,Aquatics,Water polo,"POCSIK, Denes",Men,water polo,Bronze,Hungary
531,1968,Aquatics,Water polo,"SAROSI, Laszlo",Men,water polo,Bronze,Hungary
532,1968,Aquatics,Water polo,"STEINMETZ, Janos",Men,water polo,Bronze,Hungary
533,1968,Aquatics,Water polo,"SZIVOS, Istvan",Men,water polo,Bronze,Hungary
534,1968,Athletics,Athletics,"KISS, Antal",Men,50km walk,Silver,Hungary
535,1968,Athletics,Athletics,"KLEIBER-KONTSEK, Jolan",Women,discus throw,Bronze,Hungary
536,1968,Athletics,Athletics,"LOVASZ, Lazar",Men,hammer throw,Bronze,Hungary
537,1968,Athletics,Athletics,"ZSIVOTZKY, Gyula",Men,hammer throw,Gold,Hungary
538,1968,Athletics,Athletics,"KULCSAR, Gergely",Men,javelin throw,Bronze,Hungary
539,1968,Athletics,Athletics,"NEMETH-RANKY, Angela",Women,javelin throw,Gold,Hungary
540,1968,Athletics,Athletics,"TOTH, Annamaria",Women,pentathlon,Bronze,Hungary
541,1968,Canoe / Kayak,Canoe / Kayak F,"TATAI, Tibor",Men,C-1 1000m (canoe single),Gold,Hungary
542,1968,Canoe / Kayak,Canoe / Kayak F,"PETRIKOVICS, Gyula",Men,C-2 1000m (canoe double),Silver,Hungary
543,1968,Canoe / Kayak,Canoe / Kayak F,"WICHMANN, Tamas",Men,C-2 1000m (canoe double),Silver,Hungary
544,1968,Canoe / Kayak,Canoe / Kayak F,"HESZ, Mihaly",Men,K-1 1000m (kayak single),Gold,Hungary
545,1968,Canoe / Kayak,Canoe / Kayak F,"GICZI, Csaba",Men,K-2 1000m (kayak double),Silver,Hungary
546,1968,Canoe / Kayak,Canoe / Kayak F,"TIMAR, Istvan",Men,K-2 1000m (kayak double),Silver,Hungary
547,1968,Canoe / Kayak,Canoe / Kayak F,"PFEFFER, Anna",Women,K-2 500m (kayak double),Silver,Hungary
548,1968,Canoe / Kayak,Canoe / Kayak F,"SAGI-ROZSNYOI, Katalin",Women,K-2 500m (kayak double),Silver,Hungary
549,1968,Canoe / Kayak,Canoe / Kayak F,"CSIZMADIA, Istvan",Men,K-4 1000m (kayak four),Bronze,Hungary
550,1968,Canoe / Kayak,Canoe / Kayak F,"GICZI, Csaba",Men,K-4 1000m (kayak four),Bronze,Hungary
551,1968,Canoe / Kayak,Canoe / Kayak F,"SZÖLLÖSI, Imre",Men,K-4 1000m (kayak four),Bronze,Hungary
552,1968,Canoe / Kayak,Canoe / Kayak F,"TIMAR, Istvan",Men,K-4 1000m (kayak four),Bronze,Hungary
553,1968,Fencing,Fencing,"KULCSAR, Gyözö",Men,épée individual,Gold,Hungary
554,1968,Fencing,Fencing,"FENYVESI, Csaba",Men,épée team,Gold,Hungary
555,1968,Fencing,Fencing,"KULCSAR, Gyözö",Men,épée team,Gold,Hungary
